名称,地址,房型,面积,朝向,装修,楼层,建成时间,楼层结构,总价格,平方价格,关注度,发布时间
欧洲印象 3室1厅 东,航空港,3室1厅,87.29平米,东,精装,中楼层(共22层),2012年建,板塔结合,148万,"16,955元/平",0人关注,10天以前发布
恒大雅苑 3室2厅 东南,青白江,3室2厅,121.49平米,东南,精装,中楼层(共32层),2015年建,板塔结合,72万,"5,927元/平",2人关注,29天以前发布
绿地国际花都三期 4室1厅 东南,郫县城区,4室1厅,126.05平米,东南,精装,高楼层(共32层),2014年建,塔楼,139万,"11,028元/平",1人关注,31天以前发布
汉嘉国际 3室2厅 南,新都城区,3室2厅,117.73平米,南,毛坯,中楼层(共4层),2018年建,板塔结合,150万,"12,742元/平",1人关注,20天以前发布
合能橙中心 3室2厅 南,犀浦,3室2厅,75.56平米,南,精装,中楼层(共19层),2019年建,塔楼,105万,"13,897元/平",2人关注,21天以前发布
金城丽舍 3室1厅 南,簇桥,3室1厅,96.62平米,南,简装,高楼层(共6层),2008年建,板楼,115万,"11,903元/平",3人关注,20天以前发布
合能四季城二期 3室1厅 东南,犀浦,3室1厅,79.44平米,东南,精装,中楼层(共28层),2014年建,板塔结合,110万,"13,847元/平",0人关注,29天以前发布
凯丽豪景 3室2厅 南,一品天下,3室2厅,106.24平米,南,简装,中楼层(共32层),2008年建,塔楼,269万,"25,321元/平",0人关注,29天以前发布
华宇旭辉锦绣花城 3室2厅 西,龙潭寺,3室2厅,100.12平米,西,精装,低楼层(共31层),2019年建,板塔结合,199万,"19,877元/平",0人关注,20天以前发布
莱茵北郡一期 3室2厅 南,毗河,3室2厅,87.65平米,南,简装,中楼层(共11层),2013年建,板楼,93万,"10,611元/平",1人关注,26天以前发布
果壳里的城 3室2厅 东,龙泉驿城区,3室2厅,90平米,东,精装,中楼层(共34层),2012年建,塔楼,142万,"15,778元/平",1人关注,29天以前发布
远洋朗郡 3室2厅 南,高家庄,3室2厅,88.13平米,南,精装,高楼层(共17层),2012年建,板楼,155万,"17,588元/平",2人关注,26天以前发布
花样年香门第北区 3室2厅 西北,郫县城区,3室2厅,95.4平米,西北,精装,高楼层(共28层),2018年建,塔楼,138万,"14,466元/平",100人关注,21天以前发布
红花南路33号 2室1厅 东南,金牛万达,2室1厅,59.7平米,东南,精装,低楼层(共7层),2000年建,板楼,78万,"13,066元/平",5人关注,20天以前发布
合能四季城三期 3室2厅 南,犀浦,3室2厅,81.1平米,南,精装,高楼层(共26层),2017年建,板塔结合,106.5万,"13,132元/平",0人关注,20天以前发布
恒大绿洲 3室2厅 南,大面,3室2厅,89.73平米,南,精装,高楼层(共32层),2011年建,板楼,138万,"15,380元/平",0人关注,17天以前发布
西区地标 3室2厅 西南,犀浦,3室2厅,84.34平米,西南,精装,中楼层(共25层),2010年建,塔楼,98万,"11,620元/平",1人关注,16天以前发布
润新花园二期 2室1厅 南,新北,2室1厅,64.54平米,南,简装,中楼层(共6层),2005年建,板楼,93万,"14,410元/平",1人关注,29天以前发布
东汇家园 3室2厅 南,东客站,3室2厅,88.21平米,南,精装,中楼层(共31层),2019年建,板塔结合,180万,"20,406元/平",1人关注,22天以前发布
凤凰栖岸 3室1厅 南,光华大道沿线,3室1厅,117.73平米,南,精装,高楼层(共34层),2014年建,板塔结合,156万,"13,251元/平",5人关注,20天以前发布
光华逸家 3室1厅 西,外光华,3室1厅,67.55平米,西,精装,高楼层(共22层),2014年建,板塔结合,178万,"26,351元/平",1人关注,24天以前发布
金阳易诚国际 3室2厅 南,外光华,3室2厅,105.18平米,南,精装,中楼层(共22层),2010年建,塔楼,209万,"19,871元/平",0人关注,29天以前发布
汇融广场B区 3室1厅 西,大丰,3室1厅,75.41平米,西,简装,低楼层(共31层),2017年建,塔楼,103万,"13,659元/平",2人关注,29天以前发布
瀚城新天地 3室2厅 南,青白江,3室2厅,97.13平米,南,毛坯,低楼层(共33层),2019年建,板塔结合,68.5万,"7,053元/平",1人关注,30天以前发布
合能四季城二期 3室1厅 东北,犀浦,3室1厅,75.5平米,东北,简装,中楼层(共29层),2013年建,板塔结合,96万,"12,716元/平",1人关注,22天以前发布
西岸翠景 3室2厅 东南,成外,3室2厅,125.3平米,东南,精装,低楼层(共24层),2019年建,板塔结合,160万,"12,770元/平",1人关注,30天以前发布
空港十六区 3室1厅 北,航空港,3室1厅,124.63平米,北,简装,低楼层(共18层),2009年建,塔楼,175万,"14,042元/平",0人关注,19天以前发布
华润二十四城六期 3室1厅 南,万象城,3室1厅,88.11平米,南,精装,高楼层(共32层),2016年建,板塔结合,265万,"30,077元/平",0人关注,21天以前发布
德意馨苑 3室1厅 南,蜀汉路,3室1厅,95.71平米,南,精装,中楼层(共6层),2003年建,板塔结合,148万,"15,464元/平",2人关注,23天以前发布
东山国际新城H区三期 3室2厅 东南,东山,3室2厅,81.61平米,东南,简装,低楼层(共31层),2015年建,板塔结合,150万,"18,381元/平",1人关注,9天以前发布
华润银杏华庭 3室1厅 南,五块石,3室1厅,90.82平米,南,精装,低楼层(共20层),2012年建,板塔结合,176万,"19,379元/平",1人关注,7天以前发布
蓝光coco国际一期 3室1厅 西南,动物园,3室1厅,71.11平米,西南,精装,高楼层(共33层),2016年建,板塔结合,139万,"19,548元/平",0人关注,7天以前发布
翡翠城四期 4室2厅 东,东湖,4室2厅,188.04平米,东,毛坯,高楼层(共30层),2009年建,塔楼,640万,"34,036元/平",2人关注,6天以前发布
蓝光COCO国际二期 3室1厅 北,动物园,3室1厅,72.47平米,北,精装,中楼层(共28层),2016年建,塔楼,139万,"19,181元/平",0人关注,6天以前发布
马鞍山25号 2室1厅 南,金牛万达,2室1厅,57.92平米,南,精装,中楼层(共6层),1996年建,板楼,68.6万,"11,844元/平",1人关注,5天以前发布
金房馨苑 4室2厅 东南 西北,营门口,4室2厅,142.37平米,东南 西北,精装,高楼层(共6层),2003年建,板楼,210万,"14,751元/平",0人关注,8天以前发布
四季金悦 4室2厅 南 北,蛟龙港,4室2厅,121.42平米,南 北,毛坯,中楼层(共12层),2016年建,板塔结合,180万,"14,825元/平",1人关注,5天以前发布
大陆美地西庭 3室2厅 西南,犀浦,3室2厅,82.18平米,西南,精装,低楼层(共22层),2019年建,板塔结合,129万,"15,698元/平",2人关注,3天以前发布
太阳门 2室1厅 东南,九里堤,2室1厅,64.15平米,东南,精装,高楼层(共12层),2005年建,板楼,66万,"10,289元/平",3人关注,6天以前发布
人居都市阳光 3室2厅 东,蛟龙港,3室2厅,139.96平米,东,精装,中楼层(共18层),2010年建,板塔结合,181万,"12,933元/平",0人关注,4天以前发布
和谐家园 3室1厅 南,茶店子,3室1厅,127.04平米,南,其他,低楼层(共18层),2006年建,平房,170万,"13,382元/平",6人关注,6个月以前发布
东山国际玫瑰谷 4室2厅 东北,东山,4室2厅,129.45平米,东北,精装,中楼层(共5层),2015年建,板楼,198万,"15,296元/平",1人关注,18天以前发布
电建地产云立方 4室2厅 东南,大面,4室2厅,124.89平米,东南,简装,中楼层(共33层),2015年建,板塔结合,170万,"13,612元/平",0人关注,17天以前发布
新都国际广场一期 3室1厅 南,新都城区,3室1厅,90.23平米,南,简装,中楼层(共18层),2014年建,板塔结合,100万,"11,083元/平",0人关注,8天以前发布
置信逸都C区 4室2厅 西 西北,郫县万达,4室2厅,132.34平米,西 西北,精装,高楼层(共33层),2012年建,板塔结合,139.8万,"10,564元/平",0人关注,7天以前发布
攀交花园 4室2厅 东南,犀浦,4室2厅,119.69平米,东南,精装,中楼层(共6层),2002年建,板塔结合,98万,"8,188元/平",2人关注,15天以前发布
东风路15号 3室1厅 西北,合江亭,3室1厅,58.23平米,西北,简装,中楼层(共7层),1998年建,板塔结合,90万,"15,456元/平",0人关注,8天以前发布
锦上城 2室2厅 东南,龙泉驿城区,2室2厅,78.91平米,东南,精装,中楼层(共11层),2015年建,塔楼,84.5万,"10,709元/平",1人关注,6天以前发布
航天丙区 3室2厅 东南,航天,3室2厅,74.97平米,东南,简装,低楼层(共6层),1999年建,板楼,67万,"8,937元/平",0人关注,14天以前发布
南城都汇汇晴园五期 3室1厅 南,市一医院,3室1厅,89.41平米,南,精装,中楼层(共18层),2014年建,板楼,278万,"31,093元/平",0人关注,5天以前发布
华宇旭辉锦绣花城 3室2厅 东,龙潭寺,3室2厅,108.8平米,东,精装,低楼层(共11层),2019年建,板楼,203万,"18,659元/平",0人关注,8天以前发布
滨河花园(郫都) 3室1厅 南 北,郫县万达,3室1厅,139.09平米,南 北,其他,高楼层(共6层),2007年建,板楼,82万,"5,896元/平",1人关注,4天以前发布
中国铁建北湖国际城溪檀三期 3室2厅 东北,龙潭寺,3室2厅,106.78平米,东北,精装,高楼层(共33层),2018年建,塔楼,166万,"15,546元/平",3人关注,10天以前发布
华韵天府 4室1厅 西南,三圣乡,4室1厅,87.36平米,西南,简装,低楼层(共39层),2013年建,板塔结合,210万,"24,039元/平",3人关注,15天以前发布
富力桃园B区 3室2厅 西南,毗河,3室2厅,110.35平米,西南,精装,低楼层(共32层),2018年建,板塔结合,135万,"12,234元/平",0人关注,7天以前发布
首创东公元 3室2厅 北,龙泉驿城区,3室2厅,89.54平米,北,精装,高楼层(共34层),2012年建,塔楼,155万,"17,311元/平",0人关注,28天以前发布
蓝光金悦府 3室2厅 东,动物园,3室2厅,110.5平米,东,精装,中楼层(共24层),2017年建,塔楼,175万,"15,838元/平",3人关注,20天以前发布
潮蓉花园 3室2厅 东南,府南新区,3室2厅,110.6平米,东南,简装,高楼层(共6层),2000年建,板楼,160万,"14,467元/平",2人关注,28天以前发布
正成拉斐 3室2厅 东南,国宾,3室2厅,102.5平米,东南,精装,高楼层(共18层),2012年建,塔楼,200万,"19,513元/平",0人关注,21天以前发布
远大中央公园 3室1厅 南,南湖,3室1厅,86.62平米,南,精装,低楼层(共33层),2018年建,板塔结合,215万,"24,822元/平",9人关注,31天以前发布
印象金沙 3室1厅 东南,金沙,3室1厅,103平米,东南,简装,低楼层(共11层),2007年建,板塔结合,190万,"18,447元/平",3人关注,19天以前发布
邦泰华府公馆 3室2厅 东南,文星镇,3室2厅,79.45平米,东南,精装,高楼层(共17层),2016年建,板塔结合,129万,"16,237元/平",1人关注,19天以前发布
金沙愉景二期 3室2厅 西南,外金沙,3室2厅,87.87平米,西南,简装,中楼层(共18层),2009年建,板楼,170万,"19,347元/平",1人关注,23天以前发布
花样年智荟城 4室1厅 东南,崇州,4室1厅,139.67平米,东南,精装,中楼层(共20层),2020年建,板塔结合,99万,"7,089元/平",2人关注,19天以前发布
五丁苑 3室2厅 东北,花牌坊,3室2厅,156.52平米,东北,精装,低楼层(共22层),2002年建,塔楼,240万,"15,334元/平",0人关注,29天以前发布
恒大天府半岛二期 4室2厅 东南 南,锦江生态带,4室2厅,135.34平米,东南 南,精装,中楼层(共39层),2016年建,板楼,245万,"18,103元/平",6人关注,23天以前发布
招商依云上城一期 3室1厅 南,西河,3室1厅,95.04平米,南,精装,中楼层(共40层),2016年建,塔楼,110万,"11,575元/平",0人关注,22天以前发布
蜀都惠园 3室1厅 东南,新华公园,3室1厅,90.31平米,东南,简装,高楼层(共27层),2010年建,塔楼,176万,"19,489元/平",2人关注,22天以前发布
雅居乐花园 5室1厅 南,雅居乐,5室1厅,155.91平米,南,毛坯,中楼层(共11层),2008年建,板塔结合,200万,"12,828元/平",4人关注,26天以前发布
西府花园 3室2厅 东,花牌坊,3室2厅,121.23平米,东,精装,低楼层(共11层),2005年建,板楼,255万,"21,035元/平",0人关注,30天以前发布
万科魅力之城四期 3室2厅 南 北,成渝立交,3室2厅,95.57平米,南 北,精装,中楼层(共19层),2009年建,板塔结合,200万,"20,928元/平",3人关注,27天以前发布
卓锦城五期 4室1厅 南,卓锦城,4室1厅,129.29平米,南,精装,中楼层(共33层),2012年建,塔楼,361万,"27,922元/平",3人关注,24天以前发布
佳兆业威登郡 3室1厅 南,蛟龙港,3室1厅,87.88平米,南,精装,高楼层(共12层),2013年建,板塔结合,144.2万,"16,409元/平",0人关注,22天以前发布
比华利国际城三期 3室1厅 西北,川师,3室1厅,89.9平米,西北,精装,高楼层(共22层),2014年建,板楼,256万,"28,477元/平",5人关注,18天以前发布
北大资源燕楠国际 4室2厅 南 北,蛟龙港,4室2厅,108.67平米,南 北,精装,高楼层(共13层),2017年建,板塔结合,195万,"17,945元/平",6人关注,25天以前发布
地铁首座 3室1厅 东北,温江大学城,3室1厅,81.9平米,东北,精装,中楼层(共32层),2017年建,板塔结合,110万,"13,432元/平",2人关注,18天以前发布
果壳里的城 3室2厅 南,龙泉驿城区,3室2厅,88.85平米,南,精装,中楼层(共34层),2012年建,板塔结合,153.8万,"17,311元/平",1人关注,21天以前发布
格调城 2室1厅 东南,东山,2室1厅,80.05平米,东南,简装,中楼层(共18层),2012年建,塔楼,80万,"9,994元/平",2人关注,14天以前发布
锦绣华都 3室2厅 南,东升镇,3室2厅,102.34平米,南,精装,低楼层(共11层),2005年建,塔楼,124万,"12,117元/平",10人关注,12天以前发布
泡桐树街16号 3室1厅 南,宽窄巷子,3室1厅,74.5平米,南,精装,高楼层(共7层),1999年建,板楼,290万,"38,927元/平",0人关注,11天以前发布
尚林家园 2室1厅 南,犀浦,2室1厅,79.07平米,南,简装,低楼层(共26层),2009年建,板楼,79万,"9,992元/平",0人关注,7天以前发布
顺福苑 3室1厅 东南,红牌楼,3室1厅,96.96平米,东南,精装,中楼层(共6层),2000年建,板楼,135万,"13,924元/平",1人关注,11天以前发布
全兴花园 2室2厅 南,沙湾,2室2厅,88.79平米,南,简装,高楼层(共6层),2002年建,板塔结合,140万,"15,768元/平",1人关注,7天以前发布
天立广场 3室1厅 东 东南 南 东北,龙泉驿城区,3室1厅,74.89平米,东 东南 南 东北,简装,高楼层(共33层),2013年建,板塔结合,82万,"10,950元/平",1人关注,15天以前发布
嘉逸花园 4室1厅 南,府南新区,4室1厅,162.12平米,南,简装,高楼层(共11层),2002年建,板楼,259万,"15,976元/平",6人关注,15天以前发布
御龙山二期 3室1厅 东南,万年场,3室1厅,101.19平米,东南,精装,高楼层(共44层),2017年建,板塔结合,303万,"29,944元/平",3人关注,15天以前发布
保利公园198蔷薇郡 3室2厅 东南,保利公园,3室2厅,119.73平米,东南,毛坯,低楼层(共27层),2012年建,塔楼,126万,"10,524元/平",0人关注,15天以前发布
蓝光圣菲town城 3室1厅 东,航空港,3室1厅,89.59平米,东,简装,中楼层(共22层),2009年建,塔楼,135万,"15,069元/平",2人关注,14天以前发布
天空城 2室2厅 西北,万年场,2室2厅,87.65平米,西北,精装,高楼层(共32层),2010年建,板塔结合,146万,"16,658元/平",0人关注,7天以前发布
五冶社区 2室1厅 东,新华公园,2室1厅,54.87平米,东,精装,中楼层(共7层),1992年建,板楼,69.8万,"12,721元/平",0人关注,3天以前发布
百花西路25号 1室1厅 南,浣花溪,1室1厅,38平米,南,简装,低楼层(共6层),1999年建,板楼,108万,"28,422元/平",0人关注,5天以前发布
水韵华府 4室2厅 东南,光华大道沿线,4室2厅,150平米,东南,精装,高楼层(共8层),2012年建,板塔结合,205万,"13,667元/平",0人关注,14天以前发布
人居盛和林语南区 3室2厅 南,城南宜家,3室2厅,96.94平米,南,毛坯,低楼层(共31层),2018年建,板楼,275万,"28,369元/平",8人关注,14天以前发布
鑫源公寓 3室2厅 东南,金牛万达,3室2厅,104.14平米,东南,简装,中楼层(共8层),2002年建,板楼,104.8万,"10,064元/平",1人关注,13天以前发布
金林俊景 3室2厅 东,五大花园,3室2厅,124.36平米,东,精装,高楼层(共16层),2009年建,板塔结合,228万,"18,334元/平",0人关注,10天以前发布
红枫岭三期 2室2厅 西北,东郊记忆,2室2厅,88.68平米,西北,精装,中楼层(共33层),2009年建,板塔结合,139万,"15,675元/平",0人关注,4天以前发布
四川省农科院宿舍(静居寺路) 4室2厅 南,攀成钢,4室2厅,135.47平米,南,简装,低楼层(共7层),2000年建,板楼,198万,"14,616元/平",0人关注,10天以前发布
